postalCode,City,State,Region,NeighborhoodType,Diversity,Politics,ageTwentyTwoToThirtyFour,ageThirtyFiveToFiftyFour,ageFiftyFiveToSeventyFour,twoByThreeToFourByFiveBed,twoByThreeBed,fourByFiveBed,bestSchool
20176,"Leesburg, VA",Virginia,South,Suburban Yards,Somewhat Diverse,Liberal,15%,32%,15%,$474k - $900k,"$473,964 ","$900,118 ",
20181,"Nokesville, VA",Virginia,South,Suburban Yards,Not Very Diverse,Conservative,11%,28%,22%,$535k - $799k,"$534,941 ","$799,117 ",
20190,"Reston, VA",Virginia,South,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,22%,29%,21%,$533k - $806k,"$533,080 ","$806,032 ",
20191,"Reston, VA",Virginia,South,Small Lawn Neighborhoods,Diverse,Liberal,18%,28%,23%,$468k - $854k,"$467,774 ","$854,371 ",
20194,"Reston, VA",Virginia,South,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,17%,30%,26%,$565k - $1.06m,"$565,309 ","$1,059,727 ",
20601,"Waldorf, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,16%,31%,18%,$323k - $470k,"$322,547 ","$469,915 ",
20602,"Waldorf, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,20%,30%,17%,$332k - $419k,"$332,023 ","$418,909 ",
20603,"Waldorf, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,17%,32%,17%,$349k - $522k,"$348,889 ","$521,913 ",
20607,"Accokeek, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,13%,34%,24%,$373k - $572k,"$373,441 ","$572,398 ",
20616,"Bryans Road, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,20%,27%,21%,$321k - $437k,"$321,244 ","$437,303 ",
20623,"Cheltenham, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,15%,30%,24%,$387k - $526k,"$386,689 ","$525,749 ",
20695,"White Plains, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,15%,28%,24%,$375k - $517k,"$374,856 ","$516,525 ",
20705,"Beltsville, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,16%,30%,20%,$299k - $506k,"$299,402 ","$506,058 ",
20706,"Lanham, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,18%,26%,20%,$378k - $450k,"$377,521 ","$449,527 ",
20707,"Laurel, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,20%,27%,21%,$338k - $524k,"$338,197 ","$523,946 ",
20708,"Laurel, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,22%,30%,16%,$322k - $505k,"$322,449 ","$504,957 ",
20710,"Bladensburg, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,18%,27%,18%,$251k - $401k,"$250,967 ","$400,920 ",
20712,"Mount Rainier, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,23%,30%,18%,$484k - $582k,"$483,682 ","$582,328 ",
20715,"Bowie, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,14%,29%,21%,$376k - $511k,"$375,715 ","$511,111 ",
20716,"Bowie, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,16%,33%,22%,$345k - $528k,"$344,748 ","$527,519 ",
20720,"Bowie, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,15%,32%,23%,$370k - $624k,"$369,832 ","$624,267 ",
20721,"Bowie, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,16%,26%,27%,$371k - $609k,"$370,519 ","$609,092 ",
20722,"Brentwood, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,17%,28%,21%,$384k - $442k,"$383,525 ","$442,167 ",
20723,"Laurel, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,17%,31%,18%,$356k - $685k,"$355,573 ","$685,265 ",
20724,"Laurel, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Moderate,21%,31%,16%,$372k - $480k,"$371,648 ","$479,766 ",
20735,"Clinton, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,15%,30%,24%,$366k - $454k,"$366,469 ","$454,484 ",
20737,"Riverdale, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,21%,29%,13%,$384k - $427k,"$383,539 ","$426,729 ",
20740,"College Park, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,26%,19%,13%,$343k - $469k,"$343,290 ","$469,330 ",
20743,"Capitol Heights, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,19%,26%,23%,$304k - $364k,"$304,036 ","$364,285 ",
20744,"Fort Washington, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,18%,26%,27%,$326k - $481k,"$326,284 ","$480,738 ",
20745,"Oxon Hill, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,22%,29%,19%,$319k - $406k,"$318,942 ","$405,716 ",
20746,"Suitland, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,22%,27%,19%,$309k - $396k,"$309,339 ","$396,018 ",
20747,"District Heights, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,20%,29%,20%,$295k - $385k,"$294,846 ","$385,488 ",
20748,"Temple Hills, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,19%,26%,25%,$235k - $423k,"$235,226 ","$422,791 ",
20759,"Fulton, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,11%,24%,30%,$589k - $1.01m,"$588,557 ","$1,008,035 ",
20763,"Savage, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,28%,17%,17%,$378k - $487k,"$378,352 ","$486,653 ",
20764,"Shady Side, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Moderate,17%,24%,24%,$339k - $582k,"$338,969 ","$582,299 ",
20765,"Galesville, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Moderate,13%,17%,36%,$502k - $703k,"$501,955 ","$703,429 ",
20769,"Glenn Dale, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,15%,29%,26%,$403k - $624k,"$403,126 ","$624,220 ",
20770,"Greenbelt, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,21%,26%,18%,$281k - $526k,"$281,234 ","$525,938 ",
20772,"Upper Marlboro, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,15%,32%,23%,$343k - $543k,"$342,840 ","$543,198 ",
20774,"Upper Marlboro, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,18%,29%,25%,$339k - $581k,"$339,302 ","$581,073 ",
20776,"Harwood, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Moderate,10%,24%,27%,$503k - $760k,"$502,899 ","$759,972 ",
20777,"Highland, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,12%,23%,32%,$602k - $926k,"$602,209 ","$926,360 ",Yes
20781,"Hyattsville, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,19%,29%,18%,$424k - $485k,"$424,086 ","$485,368 ",
20782,"Hyattsville, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,22%,27%,18%,$390k - $497k,"$390,280 ","$496,789 ",
20783,"Hyattsville, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,24%,27%,14%,$285k - $460k,"$285,003 ","$460,012 ",
20784,"Hyattsville, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,19%,28%,19%,$297k - $412k,"$297,343 ","$412,049 ",
20785,"Hyattsville, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,20%,27%,19%,$294k - $420k,"$293,677 ","$419,899 ",
20794,"Jessup, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Moderate,29%,35%,18%,$372k - $539k,"$371,630 ","$539,146 ",
20812,"Glen Echo, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Liberal,8%,31%,18%,$1.07m - $1.31m,"$1,068,772 ","$1,310,069 ",Yes
20814,"Bethesda, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,20%,28%,23%,$761k - $1.42m,"$760,668 ","$1,419,283 ",Yes
20815,"Chevy Chase, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,13%,27%,25%,$940k - $1.85m,"$940,049 ","$1,845,048 ",Yes
20816,"Bethesda, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Not Very Diverse,Liberal,7%,27%,23%,$865k - $1.60m,"$864,933 ","$1,601,017 ",Yes
20817,"Bethesda, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,8%,28%,26%,$659k - $1.41m,"$659,325 ","$1,408,608 ",Yes
20818,"Cabin John, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,10%,25%,34%,$876k - $1.43m,"$875,707 ","$1,425,322 ",Yes
20832,"Olney, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,14%,28%,24%,$385k - $746k,"$385,246 ","$745,974 ",
20833,"Brookeville, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,11%,27%,30%,$524k - $833k,"$524,094 ","$832,736 ",
20837,"Poolesville, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,12%,32%,21%,$455k - $747k,"$454,857 ","$746,961 ",
20838,"Barnesville, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Liberal,11%,19%,37%,$624k - $743k,"$624,462 ","$742,941 ",
20842,"Dickerson, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,15%,21%,32%,$496k - $869k,"$495,615 ","$869,201 ",Yes
20850,"Rockville, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,19%,29%,21%,$534k - $909k,"$533,776 ","$908,733 ",Yes
20851,"Rockville, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,23%,26%,18%,$486k - $529k,"$486,413 ","$529,272 ",
20852,"Rockville, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,21%,29%,18%,$590k - $983k,"$590,300 ","$983,314 ",
20853,"Rockville, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,17%,27%,24%,$381k - $649k,"$381,449 ","$649,295 ",
20854,"Potomac, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,7%,29%,27%,$833k - $1.23m,"$832,569 ","$1,231,710 ",Yes
20855,"Derwood, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,15%,26%,28%,$381k - $705k,"$380,954 ","$704,847 ",
20860,"Sandy Spring, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,7%,29%,15%,$464k - $1.03m,"$463,847 ","$1,027,827 ",
20861,"Ashton, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,16%,20%,33%,$464k - $870k,"$464,077 ","$869,659 ",
20866,"Burtonsville, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,18%,28%,19%,$380k - $649k,"$379,823 ","$649,196 ",
20868,"Spencerville, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,16%,26%,28%,$567k - $759k,"$566,955 ","$759,083 ",
20871,"Clarksburg, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Moderate,13%,34%,15%,$421k - $760k,"$421,104 ","$760,122 ",
20872,"Damascus, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,15%,28%,24%,$345k - $608k,"$345,029 ","$608,260 ",
20874,"Germantown, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,19%,30%,17%,$331k - $683k,"$331,101 ","$682,810 ",
20876,"Germantown, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,19%,30%,17%,$340k - $649k,"$339,550 ","$649,121 ",
20877,"Gaithersburg, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,21%,27%,16%,$302k - $565k,"$301,831 ","$564,830 ",
20878,"Gaithersburg, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,16%,30%,23%,$445k - $863k,"$445,231 ","$863,009 ",
20879,"Gaithersburg, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,19%,25%,20%,$309k - $593k,"$309,353 ","$593,244 ",
20880,"Washington Grove, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,9%,20%,41%,$562k - $701k,"$561,661 ","$701,141 ",
20882,"Gaithersburg, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,13%,27%,29%,$461k - $824k,"$460,517 ","$823,891 ",
20886,"Montgomery Village, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,19%,28%,20%,$298k - $528k,"$298,064 ","$528,215 ",
20895,"Kensington, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,12%,30%,23%,$608k - $950k,"$608,361 ","$949,791 ",
20896,"Garrett Park, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Not Very Diverse,Liberal,9%,25%,28%,$850k - $1.10m,"$850,253 ","$1,096,768 ",
20901,"Silver Spring, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,17%,29%,20%,$511k - $640k,"$511,424 ","$640,236 ",
20902,"Silver Spring, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,17%,28%,19%,$457k - $598k,"$456,614 ","$598,230 ",
20903,"Silver Spring, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,20%,28%,16%,$349k - $582k,"$349,425 ","$581,653 ",
20904,"Silver Spring, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,17%,27%,21%,$387k - $612k,"$387,157 ","$611,992 ",
20905,"Silver Spring, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,16%,22%,27%,$438k - $689k,"$437,905 ","$688,696 ",
20906,"Silver Spring, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,15%,25%,22%,$341k - $585k,"$340,839 ","$584,591 ",
20910,"Silver Spring, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,28%,27%,19%,$612k - $906k,"$612,039 ","$905,832 ",
20912,"Takoma Park, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,19%,31%,18%,$578k - $861k,"$578,296 ","$861,373 ",
21001,"Aberdeen, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Moderate,19%,24%,24%,$227k - $393k,"$226,608 ","$393,121 ",
21009,"Abingdon, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Moderate,19%,31%,20%,$274k - $451k,"$273,695 ","$451,498 ",
21012,"Arnold, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,13%,28%,24%,$390k - $701k,"$390,308 ","$701,280 ",
21013,"Baldwin, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Liberal,8%,27%,33%,$458k - $651k,"$458,253 ","$650,532 ",
21014,"Bel Air, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,14%,26%,25%,$298k - $525k,"$297,518 ","$524,691 ",
21015,"Bel Air, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Moderate,12%,29%,23%,$293k - $602k,"$293,252 ","$602,199 ",
21017,"Belcamp, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Moderate,24%,25%,20%,$226k - $375k,"$226,183 ","$374,824 ",
21028,"Churchville, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,12%,26%,30%,$352k - $603k,"$352,387 ","$603,114 ",
21029,"Clarksville, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,8%,30%,25%,$504k - $946k,"$503,746 ","$945,743 ",Yes
21030,"Cockeysville, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,25%,24%,20%,$352k - $757k,"$352,254 ","$756,587 ",
21032,"Crownsville, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Moderate,11%,30%,30%,$437k - $837k,"$437,191 ","$836,739 ",
21035,"Davidsonville, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,8%,27%,26%,$522k - $904k,"$521,847 ","$903,846 ",
21036,"Dayton, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,9%,32%,26%,$563k - $928k,"$562,943 ","$928,194 ",Yes
21037,"Edgewater, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,15%,28%,24%,$417k - $752k,"$416,634 ","$752,432 ",
21040,"Edgewood, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Moderate,18%,27%,18%,$195k - $294k,"$195,046 ","$294,016 ",
21042,"Ellicott City, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,9%,31%,26%,$431k - $794k,"$431,465 ","$793,913 ",Yes
21043,"Ellicott City, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,17%,31%,19%,$399k - $749k,"$399,057 ","$748,662 ",
21044,"Columbia, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,21%,26%,23%,$337k - $657k,"$336,583 ","$657,326 ",
21045,"Columbia, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,18%,28%,19%,$321k - $547k,"$320,604 ","$547,143 ",
21046,"Columbia, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,20%,27%,22%,$361k - $591k,"$361,006 ","$590,756 ",
21047,"Fallston, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,9%,27%,27%,$411k - $598k,"$411,085 ","$597,654 ",
21048,"Finksburg, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Conservative,13%,29%,26%,$378k - $644k,"$377,717 ","$643,799 ",
21050,"Forest Hill, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,14%,30%,21%,$309k - $609k,"$308,818 ","$608,934 ",
21051,"Fork, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Liberal,5%,28%,32%,$385k - $703k,"$385,378 ","$702,935 ",
21054,"Gambrills, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Moderate,13%,29%,25%,$412k - $721k,"$412,286 ","$721,337 ",
21056,"Gibson Island, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,34%,0%,38%,$1.64m - $2.21m,"$1,640,760 ","$2,210,394 ",
21057,"Glen Arm, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Liberal,12%,21%,32%,$458k - $666k,"$458,317 ","$665,600 ",
21060,"Glen Burnie, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,20%,28%,21%,$313k - $424k,"$313,089 ","$423,693 ",
21061,"Glen Burnie, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Moderate,22%,26%,20%,$300k - $395k,"$300,376 ","$394,785 ",
21071,"Glyndon, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,13%,38%,26%,$356k - $513k,"$356,437 ","$512,597 ",
21075,"Elkridge, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,20%,31%,14%,$361k - $650k,"$360,834 ","$649,582 ",
21076,"Hanover, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Moderate,23%,33%,18%,$419k - $577k,"$418,964 ","$577,370 ",
21082,"Hydes, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Liberal,11%,31%,26%,$392k - $720k,"$391,983 ","$719,567 ",
21084,"Jarrettsville, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,13%,25%,29%,$402k - $575k,"$402,403 ","$574,713 ",
21085,"Joppa, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,18%,27%,24%,$271k - $416k,"$271,402 ","$415,791 ",
21087,"Kingsville, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Liberal,12%,24%,36%,$393k - $641k,"$392,631 ","$640,823 ",
21090,"Linthicum Heights, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,18%,26%,22%,$368k - $435k,"$368,266 ","$435,043 ",
21093,"Lutherville Timonium, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,13%,25%,25%,$391k - $691k,"$391,117 ","$690,741 ",
21104,"Marriottsville, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,9%,28%,29%,$500k - $769k,"$499,915 ","$768,753 ",
21108,"Millersville, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Moderate,15%,30%,21%,$370k - $711k,"$370,053 ","$710,769 ",
21113,"Odenton, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Moderate,22%,30%,17%,$352k - $555k,"$352,131 ","$555,050 ",
21114,"Crofton, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,18%,28%,19%,$339k - $652k,"$338,843 ","$651,587 ",
21117,"Owings Mills, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,20%,28%,20%,$268k - $562k,"$267,937 ","$562,075 ",
21122,"Pasadena, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,18%,28%,23%,$351k - $548k,"$351,413 ","$547,790 ",
21128,"Perry Hall, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,13%,31%,20%,$322k - $612k,"$321,974 ","$612,414 ",
21133,"Randallstown, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,16%,27%,24%,$281k - $360k,"$280,794 ","$359,770 ",
21136,"Reisterstown, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,13%,29%,24%,$234k - $585k,"$234,281 ","$585,075 ",
21140,"Riva, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,9%,32%,25%,$459k - $752k,"$458,823 ","$751,838 ",
21144,"Severn, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Moderate,18%,28%,19%,$392k - $584k,"$392,486 ","$584,420 ",
21146,"Severna Park, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,10%,30%,23%,$493k - $750k,"$493,342 ","$749,920 ",
21154,"Street, MD",Maryland,Mid-Atlantic,Suburban Yards,Not Very Diverse,Moderate,14%,24%,28%,$358k - $619k,"$358,132 ","$619,460 ",
21162,"White Marsh, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,11%,32%,22%,$383k - $556k,"$382,719 ","$556,029 ",
21163,"Woodstock, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,13%,29%,25%,$468k - $715k,"$468,491 ","$715,129 ",
21201,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,43%,18%,16%,$231k - $313k,"$230,791 ","$313,005 ",
21202,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,39%,26%,15%,$269k - $395k,"$268,560 ","$394,728 ",
21204,"Towson, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,18%,19%,20%,$350k - $827k,"$349,894 ","$826,686 ",
21205,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,20%,24%,16%,$73k - $147k,"$72,516 ","$146,592 ",
21206,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,19%,28%,22%,$176k - $251k,"$175,651 ","$250,984 ",
21207,"Gwynn Oak, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,19%,26%,25%,$248k - $292k,"$247,796 ","$292,297 ",
21208,"Pikesville, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,13%,24%,26%,$259k - $517k,"$258,897 ","$517,317 ",
21209,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,19%,23%,22%,$289k - $582k,"$288,801 ","$582,181 ",
21210,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,15%,19%,19%,$347k - $754k,"$346,793 ","$753,697 ",
21211,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,34%,29%,16%,$272k - $374k,"$271,754 ","$373,902 ",
21212,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,16%,28%,22%,$231k - $589k,"$230,974 ","$588,951 ",
21213,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,17%,26%,21%,$117k - $164k,"$117,016 ","$163,730 ",
21214,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,17%,28%,22%,$221k - $261k,"$220,516 ","$261,137 ",
21215,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,16%,23%,25%,$132k - $253k,"$131,760 ","$252,549 ",
21216,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,21%,24%,23%,$81k - $212k,"$81,256 ","$212,067 ",
21217,"Baltimore, MD",Maryland,Mid-Atlantic,Urban Apartments / Homes,Diverse,Liberal,18%,24%,23%,$101k - $290k,"$101,323 ","$290,010 ",
21218,"Baltimore, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Diverse,Liberal,21%,24%,20%,$196k - $347k,"$195,785 ","$346,519 ",
21219,"Sparrows Point, MD",Maryland,Mid-Atlantic,Suburban Yards,Somewhat Diverse,Liberal,12%,27%,27%,$308k - $401k,"$308,447 ","$400,584 ",
21220,"Middle River, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,18%,25%,23%,$228k - $405k,"$228,091 ","$404,902 ",
21221,"Essex, MD",Maryland,Mid-Atlantic,Suburban Yards,Diverse,Liberal,18%,22%,23%,$224k - $355k,"$224,076 ","$354,507 ",
21222,"Dundalk, MD",Maryland,Mid-Atlantic,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,18%,25%,23%,$176k - $265k,"$176,133 ","$264,631 ",
